TEMEL BILGILER - Baslik;TEMEL BILGILER - Arac Turu;TEMEL BILGILER - Govde Tipi;TEMEL BILGILER - Segment;TEMEL BILGILER - Marka;TEMEL BILGILER - Seri;TEMEL BILGILER - Model;TEMEL BILGILER - Donanim Paketi;TEMEL BILGILER - Model Yili;TEMEL BILGILER - Uretim Ulkesi;MOTOR - Yakit Turu;MOTOR - Yakit Tipi;MOTOR - Motor Tipi;MOTOR (Fosil Yakit) - Besleme Tipi;MOTOR (Fosil Yakit) - Silindir Adedi;MOTOR (Fosil Yakit) - Silindir Hacmi;MOTOR (Fosil Yakit) - Yakit Puskurtme;MOTOR (Elektrik) - Motor Gucu;MOTOR (Elektrik) - Batarya Kapasitesi;MOTOR (Elektrik) - Batarya Tipi;SANZIMAN - Sanziman Turu;SANZIMAN - Sanziman Modeli;SANZIMAN - Vites Sayisi;PERFORMANS - PERFORMANS PUANI;PERFORMANS - Beygir Gucu;PERFORMANS - Azami Tork;PERFORMANS - Azami Hiz;PERFORMANS - 0-100 Km Hizlanma;CEKIS SISTEMI - Cekis Turu;CEKIS SISTEMI - Cekis Kontrol Sistemi;BOYUTLAR - KONFOR PUANI;BOYUTLAR - Ic Hacim;BOYUTLAR - Uzunluk;BOYUTLAR - Genislik;BOYUTLAR - Yukseklik;BOYUTLAR - Ağirlik;BOYUTLAR - Bagaj Hacmi (Standart);BOYUTLAR - Bagaj Hacmi (Genisletilmis);LASTIK & JANT - Lastik Ebatlari;LASTIK & JANT - Jant Capi;LASTIK & JANT - Kesit Orani;LASTIK & JANT - Taban Genisliği;DIS DONANIM - Kapi Sayisi;DIS DONANIM- Far Tipi;DIS DONANIM- Sis Farlari;IC DONANIM - Koltuk Sayisi;IC DONANIM - Doseme Tipi;IC DONANIM - Surucu Koltuğu Ayarlari;IC DONANIM - On Yolcu Koltuğu Ayarlari;IC DONANIM - Klima;SENSORLER - Far Sensoru;SENSORLER - Yağmur Sensoru;SENSORLER - Lastik Basinc Sensoru;SENSORLER - Park Sensoru & Yardimcisi;GUVENLIK - GUVEN PUANI;GUVENLIK - Hava Yastiği Adedi;GUVENLIK - NCAP/ANCAP Puani;EKONOMI - EKO PUANI;EKONOMI - Tahmini Bakim Masrafi;EKONOMI - Yillik MTV Tutari;EKONOMI - Ortalama Yakit Tuketimi (100 km);EKONOMI - Sehir Ici Tuketim (100 km);EKONOMI - Sehir Disi Tuketim (100 km);EKONOMI (Fosil Yakit) - Yakit Kapasitesi (lt);EKONOMI (Elektrik) - Menzil (WLTP - Birlesik);EKONOMI (Elektrik) - Menzil (WLTP - Sehir Ici);EKONOMI (Elektrik) - Sarj Suresi;EMISYON - Emisyon Standardi;EMISYON - Ortalama Emisyon
Ford Focus 4K 1.6 TDCi 115 PS Titanium;Binek;Sedan;C;Ford;Focus;Focus 4K;Titanium;2015, 2016, 2017, 2018;Amerika;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;6 ileri;54;115;270;195;10,9;Onden Cekisli;Var;71;80;4538;2010;1469;1343;421;437;205/55 R16;16;55%;205;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Var;109;6;5;82;83;3661;4,87;5,7;3,7;53;;;;EURO 5;117
Ford Focus 4K 1.6i 125 PS Powershift Titanium;Binek;Sedan;C;Ford;Focus;Focus 4K 1,6I;Titanium;2015, 2016, 2017, 2018;Amerika;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;4;1596;Cok Noktadan Enjeksiyon;;;;Otomatik;PowerShift (YO);6 ileri;50;125;159;192;11;Onden Cekisli;Var;71;80;4538;2010;1469;1289;421;1215;205/55 R16;16;55%;205;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Var;109;6;5;72;76;3661;6,8;8,4;4,7;55;;;;EURO 5;139
Ford Focus 4K 1.6i 125 PS Titanium;Binek;Sedan;C;Ford;Focus;Focus 4K 1,6I;Titanium;2015, 2016, 2017, 2018;Amerika;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;4;1596;Cok Noktadan Enjeksiyon;;;;Manuel;Manuel;5 ileri;50;125;159;192;11;Onden Cekisli;Var;71;80;4538;2010;1469;1289;421;1215;205/55 R16;16;55%;205;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Var;109;6;5;75;83;3661;6,8;8,4;4,7;55;;;;EURO 5;139
Ford Focus 5K 1.0 EcoBoost 125 PS Titanium;Binek;Hatchback;C;Ford;Focus;Focus 5K;Titanium;2015, 2016, 2017;Amerika;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;3;999;Cok Noktadan Enjeksiyon;;;;Manuel;Manuel;6 ileri;50;125;170;194;11,1;Onden Cekisli;Var;70;77;4360;2010;1469;1280;316;1210;205/55 R16;16;55%;205;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Var;98;4;5;90;91;1882;5,17;5,8;4,2;55;;;;EURO 5;110
Ford Focus 5K 1.5 TDCi 120 PS Otomatik Titanium;Binek;Hatchback;C;Ford;Focus;Focus 5K;Titanium;2015;Amerika;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1499;Common Rail Direkt Enjeksiyon;;;;Otomatik;PowerShift (YO);6 ileri;56;120;300;193;10,9;Onden Cekisli;Var;70;70;4360;1823;1469;1364;316;1262;205/55 R16;16;55%;205;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Var;98;4;5;82;77;3661;4,44;4,7;3,9;53;;;;EURO 5;109
Ford Focus 5K 1.6 TDCi 115 PS Titanium;Binek;Hatchback;C;Ford;Focus;Focus 5K;Titanium;2015, 2016, 2017;Amerika;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;6 ileri;55;115;270;195;10,9;Onden Cekisli;Var;71;77;4360;2010;1469;1336;316;Koltuklar Katlanmiyor;205/55 R16;16;55%;205;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Var;99;4;5;82;83;3661;4,87;5,7;3,7;53;;;;EURO 5;117
Ford Focus 5K 1.5 TDCi 120 PS Powershift Titanium;Binek;Hatchback;C;Ford;Focus;Focus 5K;Titanium;2016, 2017, 2018;Amerika;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1499;Common Rail Direkt Enjeksiyon;;;;Otomatik;PowerShift (YO);6 ileri;56;120;300;193;10,9;Onden Cekisli;Var;70;70;4360;1823;1469;1358;316;Koltuklar Katlanmiyor;205/55 R16;16;55%;205;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Var;Var;108;6;5;82;77;3661;4,44;4,7;3,9;55;;;;EURO 6;109
Ford Focus 5K 1.6i 125 PS Powershift Titanium;Binek;Hatchback;C;Ford;Focus;Focus 5K 1,6I;Titanium;2015, 2016, 2017, 2018;Amerika;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;4;1596;Cok Noktadan Enjeksiyon;;;;Otomatik;PowerShift (YO);6 ileri;49;125;159;195;11,8;Onden Cekisli;Var;70;77;4360;2010;1469;1310;316;437;205/55 R16;16;55%;205;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Var;99;4;5;72;76;3661;7,06;8,7;4,9;55;;;;EURO 5;146
Ford Focus 5K 1.6i 125 PS Titanium;Binek;Hatchback;C;Ford;Focus;Focus 5K 1,6I;Titanium;2015, 2016, 2017, 2018;Amerika;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;4;1596;Cok Noktadan Enjeksiyon;;;;Manuel;Manuel;5 ileri;50;125;159;192;11;Onden Cekisli;Var;70;77;4360;2010;1469;1269;316;1210;205/55 R16;16;55%;205;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Var;98;4;5;75;83;3661;6,8;8,4;4,7;55;;;;EURO 5;139
Ford Focus HB 1.0 EcoBoost 125 PS Titanium;Binek;Hatchback;C;Ford;Focus;Focus Hb;Titanium;2014;Amerika;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;4;999;Cok Noktadan Enjeksiyon;;;;Manuel;Manuel;6 ileri;50;125;170;195;11,4;Onden Cekisli;Var;69;71;4358;1823;1484;1279;316;1210;215/55 R16;16;55%;215;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Var;108;6;5;88;88;1882;5,59;6,4;4,4;55;;;;EURO 5;117
Ford Focus HB 1.5 TDCi 120 PS Titanium;Binek;Hatchback;C;Ford;Focus;Focus Hb;Titanium;2018;Amerika;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1500;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;6 ileri;58;120;300;199;10;Onden Cekisli;Var;74;70;4378;1825;1452;1363;341;1320;215/50 R17;17;50%;215;5; LED; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Var;Var;108;6;5;86;84;3661;3,67;3,9;3,2;47;;;;EURO 6.2;90
Ford Focus HB 1.5 Ti-VCT 123 PS Titanium;Binek;Hatchback;C;Ford;Focus;Focus Hb;Titanium;2018, 2019, 2020;Amerika;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;4;1500;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;6 ileri;49;123;150;196;11,2;Onden Cekisli;Var;73;70;4378;1825;1452;1308;341;1320;215/50 R17;17;50%;215;5; LED; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Var;Var;108;6;5;66;84;6314;6,59;8,1;4,6;52;;;;EURO 6.2;134
Ford Focus HB 1.6L Duratec 125 PS PowerShift Otomatik Titanium;Binek;Hatchback;C;Ford;Focus;Focus Hb 1,6L Duratec;Titanium;2014;Amerika;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;4;1596;Cok Noktadan Enjeksiyon;;;;Otomatik;PowerShift (YO);6 ileri;49;125;158;195;11,8;Onden Cekisli;Var;70;71;4358;1823;1484;1316;316;437;215/55 R16;16;55%;215;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Yok;108;6;5;70;76;3661;7,33;9,3;4,8;55;;;;EURO 5;149
Ford Focus HB 1.6L Duratec 125 PS Titanium;Binek;Hatchback;C;Ford;Focus;Focus Hb 1,6L Duratec;Titanium;2014;Amerika;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;4;1596;Cok Noktadan Enjeksiyon;;;;Manuel;Manuel;5 ileri;50;125;159;198;11;Onden Cekisli;Var;69;71;4358;1823;1484;1276;316;1210;215/55 R16;16;55%;215;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Yok;108;6;5;76;83;3661;6,69;8,1;4,8;55;;;;EURO 5;139
Ford Focus HB 1.6TDCI 115 PS Titanium;Binek;Hatchback;C;Ford;Focus;Focus Hb 1,6Tdci;Titanium;2014;Amerika;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;6 ileri;54;115;270;193;10,9;Onden Cekisli;Var;72;78;4358;2010;1484;1344;316;437;215/55 R16;16;55%;215;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Yok;109;6;5;82;83;3661;4,87;5,7;3,7;53;;;;EURO 5;117
Ford Focus ST 2.0 EcoBoost 250 HP S&S;Binek;Hatchback;C;Ford;Focus;Focus St;ST;2016;Amerika;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;4;1998;Direkt Enjeksiyon;;;;Manuel;Manuel;6 ileri;80;250;360;248;6,5;Onden Cekisli;Var;79;70;4362;1823;1471;1437;316;1101;235/40 R18;18;40%;235;5;LED;Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Yok;Var;Var;109;6;5;43;74;10613;7,51;8,8;5,7;62;;;;EURO 6;159
Ford Focus SW 1.6 TDCI 115 PS Titanium;Binek;Station Wagon;C;Ford;Focus;Focus Sw;Titanium;2014, 2015, 2016, 2017;Amerika;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;6 ileri;54;115;270;193;10,9;Onden Cekisli;Var;73;83;4556;2010;1505;1367;476;1502;215/55 R16;16;55%;215;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Yok;110;6;5;82;83;3661;4,87;5,7;3,7;53;;;;EURO 5;117
Ford Focus SW 1.5 TDCi 120 PS Powershift Titanium;Binek;Station Wagon;C;Ford;Focus;Focus Sw;Titanium;2015, 2016, 2017, 2018;Amerika;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1499;Common Rail Direkt Enjeksiyon;;;;Otomatik;PowerShift (YO);6 ileri;56;120;300;193;10,9;Onden Cekisli;Var;71;74;4560;1823;1492;1388;316;1502;205/55 R16;16;55%;205;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Var;109;6;5;82;77;3661;4,44;4,7;3,9;53;;;;EURO 5;109
Ford Focus SW 1.6i 125 PS Powershift Titanium;Binek;Station Wagon;C;Ford;Focus;Focus Sw 1,6I;Titanium;2015, 2016;Amerika;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;4;1596;Cok Noktadan Enjeksiyon;;;;Otomatik;PowerShift (YO);6 ileri;49;125;159;195;11,8;Onden Cekisli;Var;72;82;4560;2010;1492;1334;316;476;205/55 R16;16;55%;205;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Yok;Yok;Yok;Var;99;4;5;71;76;3661;7,06;8,7;4,9;55;;;;EURO 5;146
Ford Focus SW 1.6L Duratec 125 PS PowerShift Otomatik Titanium;Binek;Station Wagon;C;Ford;Focus;Focus Sw 1,6L Duratec;Titanium;2014;Amerika;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;4;1596;Cok Noktadan Enjeksiyon;;;;Otomatik;PowerShift (YO);6 ileri;49;125;158;195;11,8;Onden Cekisli;Var;71;75;4556;1823;1505;1340;476;Koltuklar Katlanmiyor;215/55 R16;16;55%;215;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Yok;109;6;5;70;76;3661;7,33;9,3;4,8;55;;;;EURO 5;149
Subaru Forester 2.0 150 PS CVT AWD Elegance (4x4);SUV;SUV;D;Subaru;Forester;Forester;Elegance;2015, 2016, 2017;Japonya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;4;1995;Cok Noktadan Enjeksiyon;;;;Otomatik;CVT;Kademesiz;50;150;198;192;11,8;4x4 Cekisli;Var;82;86;4595;1795;1735;1502;505;1573;225/60 R17;17;60%;225;5; LED; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Var;116;7;5;43;71;10613;7,04;8,1;5,5;60;;;;EURO 5;150
Subaru Forester 2.0L 150 PS CVT AWD Elegance (4x4);SUV;SUV;D;Subaru;Forester;Forester 2,0L;Elegance;2014;Japonya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;4;1995;Cok Noktadan Enjeksiyon;;;;Otomatik;CVT;Kademesiz;50;150;198;192;11,8;4x4 Cekisli;Var;82;86;4595;1795;1735;1502;505;1573;225/60 R17;17;60%;225;5; LED; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Var;116;7;5;43;71;10613;7,04;8,1;5,5;60;;;;EURO 5;150
Subaru Forester 2.0L 150 PS CVT AWD Premium (4x4);SUV;SUV;D;Subaru;Forester;Forester 2,0L;Premium;2014;Japonya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;4;1995;Cok Noktadan Enjeksiyon;;;;Otomatik;CVT;Kademesiz;50;150;198;192;11,8;4x4 Cekisli;Var;87;86;4595;1795;1735;1502;505;1573;225/60 R18;18;60%;225;5; LED; Var;5;Deri;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Var;116;7;5;41;71;10613;7,04;8,1;5,5;60;;;;EURO 5;150
Subaru Forester 2.0L Turbo 150 PS CVT AWD Adventure (4x4);SUV;SUV;D;Subaru;Forester;Forester 2,0L;Adventure;2014;Japonya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;4;1995;Cok Noktadan Enjeksiyon;;;;Otomatik;CVT;Kademesiz;50;150;198;192;11,8;4x4 Cekisli;Var;87;86;4595;1795;1735;1502;505;1573;225/60 R18;18;60%;225;5; LED; Var;5;Deri;Manuel;Manuel;Otomatik Klima;Var;Var;Yok;Var;116;7;5;41;71;10613;7,04;8,1;5,5;60;;;;EURO 5;150
Cupra Formentor 1.5 TSI ACT 150 HP DSG;SUV;SUV;C;Cupra;Formentor;Formentor;Formentor;2024;Ispanya > Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;4;1498;TSI - Dogrudan Enjeksiyon;;;;Otomatik;DSG (YO);7 ileri;59;150;250;203;8,9;Onden Cekisli;Var;81;75;4446;1839;1520;1388;450;1500;245/45 R18;18;45%;245;5; LED; Var;5;Deri & Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Var;Var;114;7;5;54;76;8421;6,47;7,3;5,2;50;;;;EURO 6.2;150
Cupra Formentor VZ 2.0 TSI 310 HP DSG 4Drive (4x4);SUV;SUV;C;Cupra;Formentor;Formentor Vz;Formentor VZ;2024;Ispanya > Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;4;1984;TSI - Dogrudan Enjeksiyon;;;;Otomatik;DSG (YO);7 ileri;92;310;400;250;4,9;4x4 Cekisli;Var;87;74;4450;1839;1511;1569;420;1475;245/40 R19;19;40%;245;5; Halojen; Var;5; Deri & Alcantara;Manuel;Manuel;Otomatik Klima;Var;Var;Var;Var;115;7;5;-18;65;25792;8,74;9,8;7,1;55;;;;EURO 6.2;150
Jaguar F-Pace 2.0d 180 BG AWD Prestige (4x4);SUV;SUV;Premium D;Jaguar;F-Pace;F-Pace 2,0D;Prestige;2016;Ingiltere > Almanya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1999;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;6 ileri;67;180;430;208;8,7;4x4 Cekisli;Var;94;91;4731;1936;1652;1767;650;1740;255/60 R18;18;60%;255;5; LED; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Var;Var;114;6;5;47;77;10613;5,53;6;4,7;60;;;;EURO 6;134
Jaguar F-Pace 2.0d 180 BG AWD Pure (4x4);SUV;SUV;Premium D;Jaguar;F-Pace;F-Pace 2,0D;Pure;2016;Ingiltere > Almanya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1999;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;6 ileri;67;180;430;208;8,7;4x4 Cekisli;Var;94;91;4731;1936;1652;1767;650;1740;255/60 R18;18;60%;255;5; LED; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Var;Var;114;6;5;47;77;10613;5,53;6;4,7;60;;;;EURO 6;134
Opel Frontera Hybrid 1.2 136 HP Edition;SUV;SUV;B;Opel;Frontera;Frontera;Edition;2025;Almanya > Hollanda;Fosil Yakit;Benzin & Elektrik;HEV (Benzinli & Elektrikli);Turbo;3;1199;Direkt Enjeksiyon;;;;Otomatik;e-DCS6 (Yari );6 ileri;56;136;230;190;9;Onden Cekisli;Var;74;77;4385;1795;1635;1344;460;1600;215/65 R16;16;65%;215;5; LED; Var;5; Kumas;Manuel;Manuel;Otomatik Klima;Var;Yok;Var;Var;59;6;Test Edilmemis;86;82;1207;5,67;5,5;5,5;44;;;;EURO 6.2;194
Opel Frontera Hybrid 1.2 136 HP GS;SUV;SUV;B;Opel;Frontera;Frontera;GS;2025;Almanya > Hollanda;Fosil Yakit;Benzin & Elektrik;HEV (Benzinli & Elektrikli);Turbo;3;1199;Direkt Enjeksiyon;;;;Otomatik;e-DCS6 (Yari );6 ileri;56;136;230;190;9;Onden Cekisli;Var;78;77;4385;1795;1635;1344;460;1600;215/60 R17;17;60%;215;5; LED; Var;5; Kumas & Deri;Manuel;Manuel;Otomatik Klima;Var;Var;Var;Var;59;6;Test Edilmemis;85;82;1207;5,67;5,5;5,5;44;;;;EURO 6.2;194
Porsche Boxster S 3.4 315 PS PDK;Binek;Roadster;S;Porsche;Boxster;Boxster S;Standart;2016;Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Cift Turbo;6;3436;DFI (Dogrudan Yakit Enjeksiyonu);;;;Otomatik;PDK;7 ileri;93;315;360;277;5;Arkadan Itisli;Var;78;61;4374;1801;1281;1425;280;Koltuklar Katlanmiyor;235/45 R18;18;45%;235;3;LED;Var;2;Deri;Manuel;Manuel;Otomatik Klima;Var;Var;Var;Var;58;6;Test Edilmemis;-72;47;40486;9,19;11,4;6,3;64;;;;EURO 6;190
Porsche Boxster Spyder 3.8 375 PS;Binek;Roadster;S;Porsche;Boxster;Boxster Spyder;Standart;2016;Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Cift Turbo;6;3800;DFI (Dogrudan Yakit Enjeksiyonu);;;;Manuel;Manuel;6 ileri;105;375;420;290;4,5;Arkadan Itisli;Var;85;60;4414;1801;1262;1390;280;Koltuklar Katlanmiyor;235/35 R20;20;35%;235;3; LED; Var;2;Deri;Manuel;Manuel;Otomatik Klima;Yok;Yok;Var;Var;58;6;Test Edilmemis;33;48;5973;11,28;14,2;7,5;54;;;;EURO 6;230
Porsche Cayman;Binek;Coupe;S;Porsche;Cayman;Cayman;Standart;2014;Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;6;2706;DFI (Dogrudan Yakit Enjeksiyonu);;;;Manuel;Manuel;6 ileri;84;275;290;266;5,7;Arkadan Itisli;Var;77;61;4380;1801;1294;1310;425;437;235/45 R18;18;45%;235;3; Bi-Xenon; Var;2;Kumas & Deri;Manuel;Manuel;Otomatik Klima;Yok;Yok;Yok;Yok;67;8;Test Edilmemis;-21;61;26654;9,19;11,4;6,3;64;;;;EURO 5;192
Porsche Cayman Otomatik;Binek;Coupe;S;Porsche;Cayman;Cayman;Standart;2014;Almanya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Atmosferik;6;2706;DFI (Dogrudan Yakit Enjeksiyonu);;;;Otomatik;PDK;7 ileri;84;275;290;264;5,6;Arkadan Itisli;Var;77;61;4380;1801;1294;1340;425;437;235/45 R18;18;45%;235;3; Bi-Xenon; Var;2;Kumas & Deri;Manuel;Manuel;Otomatik Klima;Yok;Yok;Yok;Yok;67;8;Test Edilmemis;-21;54;26654;8,57;10,6;5,9;64;;;;EURO 5;180
Alfa Romeo Giulietta 1.4 TB 120 HP Progression Plus;Binek;Hatchback;C;Alfa Romeo;Giulietta;Giulietta;Progression Plus;2015, 2016;Italya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;4;1368;Cok Noktadan Enjeksiyon;;;;Manuel;Manuel;6 ileri;55;120;215;195;9,4;Onden Cekisli;Var;68;69;4351;1798;1465;1280;350;1045;205/55 R16;16;55%;205;5; Bi-Xenon; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Yok;Yok;Var;Yok;108;6;5;75;85;3661;7,05;8,3;5,3;60;;;;EURO 5;148
Alfa Romeo Giulietta 1.4 TB 170 HP MultiAir TCT Distinctive;Binek;Hatchback;C;Alfa Romeo;Giulietta;Giulietta;Distinctive;2015, 2016;Italya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;4;1368;Cok Noktadan Enjeksiyon;;;;Otomatik;TCT (YO);6 ileri;65;170;250;218;7,6;Onden Cekisli;Var;72;69;4351;1798;1465;1280;350;1045;225/45 R17;17;45%;225;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Var;Var;108;6;5;71;76;3661;7,05;8,3;5,3;60;;;;EURO 5;148
Alfa Romeo Giulietta 1.6 JTD 105 HP Distinctive;Binek;Hatchback;C;Alfa Romeo;Giulietta;Giulietta;Distinctive;2015, 2016;Italya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1598;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;6 ileri;56;105;320;185;11,3;Onden Cekisli;Var;73;69;4351;1798;1465;1310;350;1045;225/45 R17;17;45%;225;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Var;Var;108;6;5;84;83;3661;4,35;5;3,4;60;;;;EURO 5;104
Alfa Romeo Giulietta 1.6 JTD 105 HP Progression Plus;Binek;Hatchback;C;Alfa Romeo;Giulietta;Giulietta;Progression Plus;2015, 2016;Italya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1598;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;6 ileri;56;105;320;185;11,3;Onden Cekisli;Var;69;69;4351;1798;1465;1310;350;1045;205/55 R16;16;55%;205;5; Bi-Xenon; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Yok;Yok;Var;Yok;108;6;5;85;83;3661;4,35;5;3,4;60;;;;EURO 5;104
Alfa Romeo Giulietta 1.8 TB 240 HP Otomatik QV;Binek;Hatchback;C;Alfa Romeo;Giulietta;Giulietta;QV;2015;Italya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;4;1742;Cok Noktadan Enjeksiyon;;;;Otomatik;TCT (YO);6 ileri;81;240;340;242;6;Onden Cekisli;Var;72;69;4351;1798;1465;1299;350;1045;225/45 R17;17;45%;225;5; Xenon; Var;5;Kumas & Deri;Manuel;Manuel;Otomatik Klima;Yok;Yok;Var;Var;108;6;5;55;70;6848;7,84;9,8;5,3;60;;;;EURO 5;162
Alfa Romeo Giulietta 1.4 TB MultiAir 170 HP TCT Super;Binek;Hatchback;C;Alfa Romeo;Giulietta;Giulietta;Super;2016, 2017, 2018;Italya;Fosil Yakit;Benzin;Icten Yanmali (Standart);Turbo;4;1368;Cok Noktadan Enjeksiyon;;;;Otomatik;TCT (YO);6 ileri;65;170;250;218;7,7;Onden Cekisli;Var;72;69;4351;1798;1465;1305;350;1045;225/45 R17;17;45%;225;5; Halojen; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Var;Var;Var;Var;108;6;5;78;76;3661;5,39;6,3;4,1;60;;;;EURO 6;114
Alfa Romeo Giulietta 1.6 JTDM 120 HP Progression;Binek;Hatchback;C;Alfa Romeo;Giulietta;Giulietta;Progression;2016, 2017, 2018;Italya;Fosil Yakit;Dizel;Icten Yanmali (Standart);Turbo;4;1598;Common Rail Direkt Enjeksiyon;;;;Manuel;Manuel;6 ileri;59;120;320;195;10;Onden Cekisli;Var;68;69;4351;1798;1465;1310;350;1045;225/45 R16;16;45%;225;5; Bi-Xenon; Var;5;Kumas;Manuel;Manuel;Otomatik Klima;Yok;Yok;Var;Var;108;6;5;86;83;3661;4,25;4,9;3,3;60;;;;EURO 6;103
